Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week,Load_Type,Leading_Current_Power_Factor,Lagging_Current_Power_Factor
3.10,3.71,0.00,Weekend,Sunday,Light_Load,100.00,64.12
2.81,4.25,0.00,Weekday,Thursday,Light_Load,100.00,55.15
3.02,5.11,0.00,Weekday,Tuesday,Light_Load,100.00,50.88
95.65,33.95,0.00,Weekday,Wednesday,Medium_Load,100.00,94.24
3.60,0.00,5.08,Weekend,Saturday,Light_Load,57.82,100.00
2.63,4.18,0.00,Weekday,Friday,Light_Load,100.00,53.25
4.86,2.88,0.00,Weekday,Friday,Light_Load,100.00,86.03
2.84,0.00,5.22,Weekend,Saturday,Light_Load,47.79,100.00
3.02,5.26,0.00,Weekday,Wednesday,Light_Load,100.00,49.79
2.92,5.15,0.00,Weekday,Wednesday,Light_Load,100.00,49.32
3.20,5.87,0.00,Weekday,Wednesday,Light_Load,100.00,47.86
3.06,6.16,0.00,Weekday,Thursday,Light_Load,100.00,44.49
3.13,4.72,0.00,Weekend,Saturday,Light_Load,100.00,55.27
2.95,0.00,4.68,Weekday,Monday,Light_Load,53.32,100.00
7.45,0.00,24.80,Weekday,Monday,Medium_Load,28.77,100.00
2.92,5.58,0.00,Weekday,Monday,Light_Load,100.00,46.37
5.08,0.00,19.91,Weekend,Sunday,Light_Load,24.72,100.00
3.20,4.46,0.00,Weekday,Tuesday,Light_Load,100.00,58.30
2.66,3.78,0.00,Weekday,Wednesday,Light_Load,100.00,57.55
48.42,8.93,0.00,Weekday,Friday,Medium_Load,100.00,98.34
3.71,0.00,17.93,Weekend,Saturday,Light_Load,20.26,100.00
4.00,3.74,0.04,Weekday,Thursday,Light_Load,100.00,73.04
4.28,4.43,0.00,Weekday,Monday,Light_Load,100.00,69.48
2.77,5.00,0.00,Weekday,Monday,Light_Load,100.00,48.46
43.20,13.25,0.00,Weekday,Friday,Maximum_Load,100.00,95.60
109.08,48.17,0.00,Weekday,Wednesday,Medium_Load,100.00,91.48
4.07,4.82,0.00,Weekday,Thursday,Light_Load,100.00,64.52
6.84,4.64,0.00,Weekday,Tuesday,Light_Load,100.00,82.76
5.11,0.00,20.63,Weekend,Sunday,Light_Load,24.04,100.00
29.20,6.80,0.61,Weekday,Thursday,Medium_Load,99.98,97.39
2.56,4.46,0.00,Weekend,Sunday,Light_Load,100.00,49.78
2.74,5.83,0.00,Weekday,Friday,Light_Load,100.00,42.53
3.13,3.96,0.00,Weekend,Sunday,Light_Load,100.00,62.01
89.10,29.52,0.00,Weekday,Thursday,Maximum_Load,100.00,94.93
63.58,37.94,0.00,Weekend,Saturday,Light_Load,100.00,85.87
6.05,5.18,0.00,Weekend,Saturday,Light_Load,100.00,75.96
53.24,24.08,0.00,Weekday,Tuesday,Medium_Load,100.00,91.11
66.71,21.53,0.00,Weekday,Monday,Maximum_Load,100.00,95.17
2.81,6.01,0.00,Weekday,Thursday,Light_Load,100.00,42.35
85.03,38.48,0.00,Weekday,Tuesday,Medium_Load,100.00,91.11
39.82,3.92,0.58,Weekday,Thursday,Medium_Load,99.99,99.52
3.49,0.00,17.82,Weekend,Saturday,Medium_Load,19.22,100.00
130.86,56.52,0.00,Weekday,Thursday,Maximum_Load,100.00,91.80
43.92,15.73,0.04,Weekday,Wednesday,Medium_Load,100.00,94.14
23.62,15.23,0.00,Weekday,Wednesday,Light_Load,100.00,84.04
3.46,4.14,0.00,Weekend,Sunday,Light_Load,100.00,64.13
3.74,0.00,12.78,Weekday,Wednesday,Medium_Load,28.09,100.00
66.02,40.10,0.00,Weekday,Friday,Maximum_Load,100.00,85.47
74.59,26.89,0.00,Weekday,Wednesday,Maximum_Load,100.00,94.07
3.13,5.54,0.00,Weekday,Thursday,Light_Load,100.00,49.19
2.56,3.38,0.00,Weekend,Sunday,Light_Load,100.00,60.38
3.31,5.90,0.00,Weekend,Sunday,Light_Load,100.00,48.93
11.81,0.65,16.02,Weekend,Sunday,Maximum_Load,59.34,99.85
3.85,3.06,0.18,Weekday,Wednesday,Light_Load,99.89,78.28
4.57,0.00,26.50,Weekend,Saturday,Light_Load,16.99,100.00
3.20,5.11,0.00,Weekday,Thursday,Light_Load,100.00,53.07
3.38,0.00,5.22,Weekday,Wednesday,Light_Load,54.35,100.00
4.97,0.00,26.17,Weekend,Sunday,Light_Load,18.66,100.00
3.35,0.00,14.08,Weekend,Sunday,Light_Load,23.15,100.00
4.10,4.75,0.00,Weekday,Thursday,Light_Load,100.00,65.34
3.96,4.75,0.00,Weekday,Friday,Light_Load,100.00,64.03
120.53,50.62,0.00,Weekday,Friday,Maximum_Load,100.00,92.20
3.74,3.17,0.11,Weekend,Sunday,Light_Load,99.96,76.28
5.08,0.00,11.41,Weekday,Friday,Maximum_Load,40.67,100.00
4.79,6.26,0.00,Weekday,Monday,Maximum_Load,100.00,60.77
2.92,0.00,17.46,Weekend,Saturday,Medium_Load,16.49,100.00
60.34,34.63,0.00,Weekday,Tuesday,Medium_Load,100.00,86.73
3.42,2.74,0.00,Weekend,Saturday,Light_Load,100.00,78.04
52.99,18.25,0.11,Weekday,Monday,Maximum_Load,100.00,94.55
39.92,12.56,0.00,Weekend,Saturday,Light_Load,100.00,95.39
4.68,5.72,0.00,Weekday,Tuesday,Light_Load,100.00,63.32
3.06,4.00,0.00,Weekday,Monday,Light_Load,100.00,60.76
41.83,29.45,0.00,Weekday,Tuesday,Light_Load,100.00,81.77
2.66,4.72,0.00,Weekend,Sunday,Light_Load,100.00,49.10
102.89,37.12,0.00,Weekday,Friday,Maximum_Load,100.00,94.07
33.84,0.72,4.43,Weekday,Tuesday,Medium_Load,99.15,99.98
2.95,4.25,0.00,Weekday,Wednesday,Light_Load,100.00,57.02
3.06,2.09,0.14,Weekend,Sunday,Light_Load,99.90,82.58
3.02,5.18,0.00,Weekday,Tuesday,Light_Load,100.00,50.37
3.49,0.00,17.53,Weekend,Sunday,Light_Load,19.53,100.00
3.02,3.13,0.00,Weekday,Wednesday,Light_Load,100.00,69.43
56.45,32.69,0.00,Weekday,Thursday,Maximum_Load,100.00,86.54
84.28,12.74,0.00,Weekend,Saturday,Maximum_Load,100.00,98.88
2.84,4.90,0.00,Weekend,Saturday,Light_Load,100.00,50.15
51.05,42.52,0.00,Weekday,Wednesday,Light_Load,100.00,76.84
4.36,4.36,0.00,Weekday,Monday,Light_Load,100.00,70.71
103.57,41.51,0.00,Weekday,Wednesday,Medium_Load,100.00,92.82
2.92,4.90,0.00,Weekday,Monday,Light_Load,100.00,51.19
30.96,0.40,1.26,Weekend,Saturday,Medium_Load,99.92,99.99
74.48,36.65,0.00,Weekday,Tuesday,Maximum_Load,100.00,89.73
80.71,38.77,0.00,Weekday,Friday,Light_Load,100.00,90.14
92.74,28.04,0.00,Weekday,Thursday,Maximum_Load,100.00,95.72
3.96,3.67,0.00,Weekday,Thursday,Light_Load,100.00,73.35
28.19,0.50,1.62,Weekend,Sunday,Maximum_Load,99.84,99.98
4.72,5.58,0.00,Weekday,Friday,Light_Load,100.00,64.58
2.88,3.82,0.00,Weekend,Sunday,Light_Load,100.00,60.20
37.26,20.20,0.61,Weekday,Tuesday,Medium_Load,99.99,87.91
105.48,45.58,0.00,Weekday,Wednesday,Medium_Load,100.00,91.80
99.25,23.11,0.00,Weekday,Monday,Medium_Load,100.00,97.39
2.59,4.00,0.00,Weekday,Tuesday,Light_Load,100.00,54.35
3.46,0.00,17.50,Weekend,Saturday,Light_Load,19.40,100.00
103.18,63.50,0.00,Weekday,Wednesday,Maximum_Load,100.00,85.16
111.20,53.71,0.00,Weekday,Monday,Maximum_Load,100.00,90.05
3.78,5.26,0.00,Weekday,Wednesday,Light_Load,100.00,58.36
55.44,58.46,0.00,Weekday,Monday,Light_Load,100.00,68.81
7.38,0.00,20.30,Weekday,Tuesday,Maximum_Load,34.17,100.00
3.13,0.00,16.88,Weekend,Sunday,Light_Load,18.23,100.00
2.74,5.36,0.00,Weekday,Monday,Light_Load,100.00,45.52
2.95,5.44,0.00,Weekday,Tuesday,Light_Load,100.00,47.67
3.60,3.13,0.00,Weekday,Thursday,Medium_Load,100.00,75.47
3.17,0.00,17.93,Weekday,Tuesday,Light_Load,17.41,100.00
4.54,0.00,17.89,Weekend,Saturday,Medium_Load,24.60,100.00
3.17,0.00,16.24,Weekend,Sunday,Light_Load,19.16,100.00
4.21,4.82,0.00,Weekend,Sunday,Light_Load,100.00,65.78
3.17,5.18,0.00,Weekday,Thursday,Light_Load,100.00,52.20
66.74,33.23,0.00,Weekday,Thursday,Medium_Load,100.00,89.52
9.43,0.00,5.90,Weekend,Saturday,Maximum_Load,84.77,100.00
3.49,0.00,16.63,Weekend,Sunday,Light_Load,20.54,100.00
5.94,5.65,0.00,Weekday,Wednesday,Light_Load,100.00,72.46
95.22,45.47,0.00,Weekday,Thursday,Light_Load,100.00,90.24
4.28,2.27,12.78,Weekday,Wednesday,Medium_Load,31.76,88.34
41.22,21.49,0.47,Weekend,Saturday,Maximum_Load,99.99,88.67
109.66,39.56,0.00,Weekday,Tuesday,Maximum_Load,100.00,94.07
47.63,41.15,0.00,Weekday,Friday,Light_Load,100.00,75.67
46.73,37.80,0.00,Weekday,Thursday,Maximum_Load,100.00,77.75
2.70,5.04,0.00,Weekend,Saturday,Light_Load,100.00,47.22
76.07,32.40,0.00,Weekday,Wednesday,Medium_Load,100.00,92.00
4.07,0.00,25.92,Weekday,Thursday,Medium_Load,15.51,100.00
56.48,27.29,0.00,Weekday,Wednesday,Maximum_Load,100.00,90.04
7.99,0.00,22.54,Weekday,Thursday,Medium_Load,33.41,100.00
100.15,38.02,0.00,Weekday,Friday,Maximum_Load,100.00,93.49
3.17,0.00,17.10,Weekend,Sunday,Light_Load,18.23,100.00
3.89,0.00,26.39,Weekend,Sunday,Medium_Load,14.58,100.00
2.95,4.00,0.00,Weekend,Saturday,Light_Load,100.00,59.35
39.56,29.20,0.00,Weekday,Tuesday,Light_Load,100.00,80.46
2.92,4.03,0.00,Weekend,Saturday,Light_Load,100.00,58.67
3.31,4.68,0.00,Weekday,Friday,Light_Load,100.00,57.74
27.32,9.07,5.47,Weekday,Monday,Medium_Load,98.05,94.91
117.47,69.37,0.00,Weekday,Tuesday,Medium_Load,100.00,86.11
3.60,3.10,0.00,Weekend,Saturday,Light_Load,100.00,75.78
32.40,0.04,9.83,Weekend,Saturday,Maximum_Load,95.69,100.00
4.86,3.28,0.07,Weekday,Friday,Light_Load,99.99,82.89
103.21,38.52,0.00,Weekday,Friday,Medium_Load,100.00,93.69
3.49,4.39,0.00,Weekday,Friday,Light_Load,100.00,62.23
4.18,3.13,0.00,Weekday,Tuesday,Light_Load,100.00,80.05
78.41,31.93,0.00,Weekday,Tuesday,Medium_Load,100.00,92.62
47.81,18.94,0.00,Weekend,Saturday,Medium_Load,100.00,92.97
3.28,2.34,0.07,Weekday,Friday,Light_Load,99.98,81.41
3.46,2.92,0.04,Weekend,Sunday,Light_Load,99.99,76.42
49.75,24.55,0.00,Weekday,Thursday,Maximum_Load,100.00,89.68
121.25,55.58,0.00,Weekday,Tuesday,Medium_Load,100.00,90.90
54.61,36.25,0.00,Weekday,Tuesday,Maximum_Load,100.00,83.32
83.63,44.50,0.00,Weekday,Friday,Medium_Load,100.00,88.28
95.65,47.84,0.00,Weekday,Wednesday,Medium_Load,100.00,89.44
68.29,43.02,0.00,Weekday,Thursday,Maximum_Load,100.00,84.61
4.28,1.98,14.90,Weekday,Tuesday,Medium_Load,27.61,90.76
3.20,0.00,16.70,Weekday,Tuesday,Light_Load,18.82,100.00
2.81,4.39,0.00,Weekend,Sunday,Light_Load,100.00,53.91
3.82,0.00,26.32,Weekday,Tuesday,Medium_Load,14.36,100.00
41.29,0.72,1.94,Weekend,Saturday,Medium_Load,99.89,99.98
3.10,2.95,0.00,Weekend,Sunday,Light_Load,100.00,72.44
3.78,0.00,16.09,Weekday,Thursday,Medium_Load,22.87,100.00
19.08,8.03,18.65,Weekday,Tuesday,Medium_Load,71.51,92.17
40.39,2.81,0.58,Weekday,Thursday,Medium_Load,99.99,99.76
2.84,5.00,0.00,Weekday,Friday,Light_Load,100.00,49.39
2.99,3.67,0.00,Weekday,Tuesday,Light_Load,100.00,63.16
25.67,0.25,3.06,Weekday,Monday,Medium_Load,99.30,100.00
2.74,4.50,0.00,Weekday,Tuesday,Light_Load,100.00,52.01
2.92,6.01,0.00,Weekday,Tuesday,Light_Load,100.00,43.70
3.92,1.26,14.83,Weekday,Wednesday,Medium_Load,25.56,95.20
3.20,3.02,0.00,Weekend,Sunday,Light_Load,100.00,72.73
3.56,0.00,18.22,Weekend,Saturday,Medium_Load,19.18,100.00
3.10,0.00,5.44,Weekday,Tuesday,Light_Load,49.51,100.00
6.41,0.00,25.06,Weekday,Tuesday,Medium_Load,24.78,100.00
5.44,0.00,20.70,Weekday,Wednesday,Maximum_Load,25.42,100.00
30.06,10.98,7.24,Weekday,Friday,Maximum_Load,97.22,93.93
4.50,0.00,21.31,Weekend,Sunday,Medium_Load,20.66,100.00
3.28,0.00,13.43,Weekday,Wednesday,Medium_Load,23.73,100.00
118.69,59.08,0.00,Weekday,Tuesday,Maximum_Load,100.00,89.52
3.20,0.00,16.92,Weekend,Sunday,Light_Load,18.58,100.00
3.28,4.68,0.00,Weekday,Thursday,Light_Load,100.00,57.39
4.21,3.13,0.07,Weekday,Thursday,Light_Load,99.99,80.25
103.36,34.70,0.00,Weekday,Tuesday,Medium_Load,100.00,94.80
55.94,39.10,0.00,Weekday,Wednesday,Medium_Load,100.00,81.96
26.28,0.04,7.67,Weekend,Saturday,Medium_Load,96.00,100.00
87.52,44.17,0.00,Weekday,Monday,Maximum_Load,100.00,89.27
65.48,14.98,0.00,Weekday,Tuesday,Maximum_Load,100.00,97.48
2.92,5.62,0.00,Weekend,Sunday,Light_Load,100.00,46.11
39.28,0.86,2.27,Weekday,Thursday,Medium_Load,99.83,99.98
84.56,41.18,0.00,Weekday,Wednesday,Medium_Load,100.00,89.91
79.38,20.41,1.84,Weekday,Monday,Medium_Load,99.97,96.85
3.24,0.00,5.00,Weekday,Wednesday,Light_Load,54.38,100.00
5.80,5.18,0.00,Weekday,Wednesday,Light_Load,100.00,74.58
65.99,33.84,0.00,Weekday,Wednesday,Maximum_Load,100.00,88.98
90.68,14.80,0.00,Weekday,Tuesday,Maximum_Load,100.00,98.69
3.60,4.43,0.00,Weekday,Tuesday,Light_Load,100.00,63.07
61.45,24.52,0.00,Weekday,Monday,Medium_Load,100.00,92.88
76.03,9.29,0.76,Weekend,Saturday,Medium_Load,100.00,99.26
69.05,37.30,0.00,Weekday,Tuesday,Maximum_Load,100.00,87.98
57.24,14.94,0.00,Weekend,Saturday,Medium_Load,100.00,96.76
3.53,5.62,0.00,Weekday,Monday,Light_Load,100.00,53.19
3.64,3.74,0.00,Weekday,Tuesday,Light_Load,100.00,69.75
2.70,0.00,11.81,Weekend,Sunday,Light_Load,22.29,100.00
4.46,6.88,0.00,Weekday,Thursday,Light_Load,100.00,54.40
3.42,0.00,14.04,Weekend,Saturday,Light_Load,23.67,100.00
2.70,4.93,0.00,Weekend,Saturday,Light_Load,100.00,48.03
61.78,44.17,0.00,Weekday,Tuesday,Medium_Load,100.00,81.35
3.31,3.71,0.00,Weekday,Monday,Light_Load,100.00,66.57
3.56,5.08,0.00,Weekday,Thursday,Light_Load,100.00,57.39
130.54,77.80,0.00,Weekday,Monday,Light_Load,100.00,85.90
68.54,42.48,0.00,Weekday,Thursday,Maximum_Load,100.00,85.00
3.67,5.83,0.00,Weekday,Friday,Medium_Load,100.00,53.27
49.39,24.19,0.00,Weekday,Thursday,Maximum_Load,100.00,89.81
35.32,10.37,3.28,Weekday,Tuesday,Maximum_Load,99.57,95.95
2.88,0.00,11.56,Weekend,Sunday,Medium_Load,24.17,100.00
3.10,6.01,0.00,Weekday,Thursday,Light_Load,100.00,45.84
2.56,4.50,0.00,Weekend,Saturday,Light_Load,100.00,49.45
3.64,0.00,14.90,Weekend,Sunday,Light_Load,23.73,100.00
5.15,5.08,0.00,Weekday,Wednesday,Light_Load,100.00,71.19
4.90,0.00,16.88,Weekday,Wednesday,Medium_Load,27.88,100.00
2.63,5.04,0.00,Weekday,Monday,Light_Load,100.00,46.26
35.32,15.26,0.00,Weekday,Friday,Medium_Load,100.00,91.80
107.93,40.75,0.00,Weekday,Friday,Medium_Load,100.00,93.55
4.50,0.00,24.37,Weekday,Wednesday,Medium_Load,18.16,100.00
3.56,0.00,14.11,Weekend,Sunday,Light_Load,24.46,100.00
7.16,0.00,15.98,Weekend,Sunday,Medium_Load,40.89,100.00
31.03,0.50,9.11,Weekday,Friday,Maximum_Load,95.95,99.99
3.89,3.53,0.00,Weekday,Monday,Light_Load,100.00,74.05
5.76,4.86,0.00,Weekday,Monday,Maximum_Load,100.00,76.43
3.71,5.29,0.00,Weekend,Saturday,Light_Load,100.00,57.42
3.10,3.46,0.00,Weekend,Sunday,Light_Load,100.00,66.73
5.11,0.00,25.67,Weekend,Sunday,Light_Load,19.52,100.00
5.44,0.00,21.60,Weekday,Friday,Medium_Load,24.42,100.00
3.67,0.00,17.57,Weekend,Saturday,Medium_Load,20.45,100.00
4.03,0.00,21.17,Weekend,Sunday,Light_Load,18.70,100.00
3.20,5.11,0.00,Weekday,Friday,Light_Load,100.00,53.07
2.95,6.73,0.00,Weekend,Saturday,Light_Load,100.00,40.15
3.42,6.95,0.00,Weekend,Sunday,Light_Load,100.00,44.15
2.92,5.65,0.00,Weekend,Saturday,Light_Load,100.00,45.91
46.98,23.40,0.00,Weekday,Friday,Maximum_Load,100.00,89.51
60.01,33.62,0.00,Weekday,Wednesday,Medium_Load,100.00,87.24
85.82,12.28,0.00,Weekday,Thursday,Medium_Load,100.00,98.99
2.95,4.93,0.00,Weekday,Monday,Light_Load,100.00,51.35
2.74,4.61,0.00,Weekend,Sunday,Light_Load,100.00,51.09
80.24,37.84,0.00,Weekday,Thursday,Medium_Load,100.00,90.45
38.84,0.47,3.49,Weekend,Saturday,Maximum_Load,99.60,99.99
11.23,0.00,21.38,Weekday,Thursday,Medium_Load,46.50,100.00
3.53,0.00,25.20,Weekend,Saturday,Light_Load,13.87,100.00
3.71,3.71,0.00,Weekday,Thursday,Light_Load,100.00,70.71
58.03,29.45,0.00,Weekday,Monday,Maximum_Load,100.00,89.17
4.10,0.00,9.97,Weekend,Sunday,Medium_Load,38.03,100.00
3.64,0.00,18.50,Weekend,Sunday,Medium_Load,19.31,100.00
85.36,52.88,0.00,Weekday,Friday,Maximum_Load,100.00,85.01
3.02,0.00,16.96,Weekend,Sunday,Light_Load,17.53,100.00
3.74,3.53,0.00,Weekday,Friday,Light_Load,100.00,72.72
5.76,5.33,0.00,Weekday,Tuesday,Light_Load,100.00,73.40
3.10,0.00,4.36,Weekday,Monday,Light_Load,57.95,100.00
4.25,5.29,0.00,Weekend,Sunday,Light_Load,100.00,62.63
3.67,4.75,0.00,Weekday,Thursday,Light_Load,100.00,61.14
2.81,5.00,0.00,Weekend,Sunday,Light_Load,100.00,48.99
50.54,13.21,0.00,Weekday,Wednesday,Maximum_Load,100.00,96.75
86.15,31.28,0.00,Weekday,Thursday,Medium_Load,100.00,94.00
3.17,0.00,16.56,Weekend,Sunday,Light_Load,18.80,100.00
3.06,4.75,0.00,Weekday,Wednesday,Light_Load,100.00,54.16
3.02,5.62,0.00,Weekday,Friday,Light_Load,100.00,47.34
3.35,4.43,0.00,Weekend,Sunday,Light_Load,100.00,60.32
4.57,4.54,0.00,Weekday,Wednesday,Light_Load,100.00,70.94
3.28,5.83,0.00,Weekend,Sunday,Light_Load,100.00,49.03
104.00,46.84,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.18
63.58,17.10,0.00,Weekday,Tuesday,Maximum_Load,100.00,96.57
3.35,0.00,17.39,Weekday,Thursday,Light_Load,18.92,100.00
4.79,5.22,0.00,Weekday,Monday,Light_Load,100.00,67.61
57.28,21.28,0.00,Weekday,Thursday,Maximum_Load,100.00,93.74
4.61,4.07,0.00,Weekend,Saturday,Light_Load,100.00,74.96
3.82,1.48,13.36,Weekend,Sunday,Light_Load,27.49,93.25
28.62,2.92,7.13,Weekday,Thursday,Maximum_Load,97.03,99.48
3.92,5.76,0.00,Weekday,Wednesday,Light_Load,100.00,56.26
2.84,5.26,0.00,Weekend,Sunday,Light_Load,100.00,47.51
2.81,5.26,0.00,Weekday,Monday,Light_Load,100.00,47.12
4.07,2.84,0.29,Weekday,Wednesday,Light_Load,99.75,82.01
51.19,28.01,0.00,Weekday,Tuesday,Medium_Load,100.00,87.73
3.92,3.64,0.00,Weekday,Tuesday,Light_Load,100.00,73.28
69.62,53.39,0.00,Weekday,Monday,Maximum_Load,100.00,79.35
66.02,65.66,0.00,Weekday,Thursday,Light_Load,100.00,70.90
32.72,1.94,1.58,Weekend,Sunday,Maximum_Load,99.88,99.82
6.16,0.00,27.11,Weekday,Monday,Medium_Load,22.16,100.00
45.32,27.14,0.00,Weekday,Thursday,Maximum_Load,100.00,85.79
107.50,45.54,0.00,Weekday,Tuesday,Maximum_Load,100.00,92.08
114.01,41.15,0.00,Weekday,Wednesday,Maximum_Load,100.00,94.06
3.38,0.00,7.24,Weekend,Sunday,Light_Load,42.30,100.00
3.82,0.00,13.43,Weekday,Wednesday,Medium_Load,27.36,100.00
2.56,4.90,0.00,Weekday,Tuesday,Light_Load,100.00,46.31
2.66,4.97,0.00,Weekday,Monday,Light_Load,100.00,47.19
91.58,48.85,0.00,Weekday,Tuesday,Light_Load,100.00,88.23
3.02,0.00,16.42,Weekend,Sunday,Medium_Load,18.09,100.00
2.92,4.86,0.00,Weekday,Monday,Light_Load,100.00,51.50
53.60,24.70,0.00,Weekday,Thursday,Maximum_Load,100.00,90.82
5.26,0.00,25.78,Weekday,Thursday,Medium_Load,19.99,100.00
32.72,23.94,0.00,Weekday,Wednesday,Maximum_Load,100.00,80.70
2.99,5.87,0.00,Weekday,Friday,Light_Load,100.00,45.39
48.78,21.35,1.58,Weekday,Wednesday,Medium_Load,99.95,91.61
4.25,0.00,21.06,Weekend,Saturday,Light_Load,19.78,100.00
51.91,19.51,0.00,Weekday,Tuesday,Medium_Load,100.00,93.61
2.99,0.00,16.31,Weekend,Sunday,Light_Load,18.03,100.00
47.20,9.14,0.04,Weekday,Monday,Medium_Load,100.00,98.18
2.95,4.21,0.00,Weekday,Wednesday,Light_Load,100.00,57.39
3.56,0.00,16.85,Weekend,Sunday,Light_Load,20.67,100.00
82.26,42.48,0.00,Weekday,Monday,Medium_Load,100.00,88.85
2.63,4.28,0.00,Weekday,Thursday,Light_Load,100.00,52.35
54.83,33.05,0.00,Weekday,Tuesday,Maximum_Load,100.00,85.64
2.88,5.04,0.00,Weekend,Saturday,Light_Load,100.00,49.61
17.71,7.74,12.31,Weekday,Thursday,Medium_Load,82.11,91.63
89.21,41.47,0.00,Weekday,Friday,Light_Load,100.00,90.68
2.92,5.18,0.00,Weekday,Thursday,Light_Load,100.00,49.11
2.99,2.92,0.00,Weekend,Saturday,Light_Load,100.00,71.54
2.81,4.14,0.00,Weekday,Monday,Light_Load,100.00,56.16
3.10,6.91,0.00,Weekday,Thursday,Light_Load,100.00,40.93
41.11,19.69,0.00,Weekday,Thursday,Medium_Load,100.00,90.19
3.82,2.66,0.32,Weekday,Friday,Light_Load,99.65,82.06
54.58,12.06,0.29,Weekday,Thursday,Maximum_Load,100.00,97.64
111.64,51.41,0.00,Weekday,Monday,Maximum_Load,100.00,90.83
3.13,4.18,0.00,Weekend,Saturday,Light_Load,100.00,59.94
3.28,2.38,0.11,Weekday,Thursday,Light_Load,99.94,80.94
48.71,28.15,0.00,Weekday,Tuesday,Medium_Load,100.00,86.58
34.60,1.62,0.61,Weekday,Tuesday,Medium_Load,99.98,99.89
3.42,2.84,0.00,Weekend,Saturday,Light_Load,100.00,76.93
61.96,20.30,0.00,Weekday,Friday,Maximum_Load,100.00,95.03
8.82,2.23,18.72,Weekday,Wednesday,Medium_Load,42.62,96.95
51.98,19.62,0.00,Weekday,Monday,Maximum_Load,100.00,93.56
44.71,19.80,0.00,Weekend,Saturday,Medium_Load,100.00,91.44
4.07,3.24,0.18,Weekend,Saturday,Light_Load,99.90,78.24
55.98,36.90,0.00,Weekday,Monday,Maximum_Load,100.00,83.49
3.85,0.00,24.98,Weekend,Saturday,Medium_Load,15.23,100.00
35.96,2.52,1.37,Weekday,Tuesday,Maximum_Load,99.93,99.76
103.25,49.64,0.00,Weekday,Monday,Maximum_Load,100.00,90.13
57.31,25.78,0.00,Weekday,Tuesday,Medium_Load,100.00,91.20
37.80,0.22,4.07,Weekend,Saturday,Medium_Load,99.43,100.00
3.60,3.78,0.00,Weekday,Wednesday,Light_Load,100.00,68.97
106.67,45.18,0.00,Weekend,Saturday,Maximum_Load,100.00,92.08
27.83,0.00,6.66,Weekday,Tuesday,Maximum_Load,97.25,100.00
2.84,2.63,0.00,Weekend,Sunday,Light_Load,100.00,73.37
3.28,2.77,0.00,Weekday,Friday,Light_Load,100.00,76.40
3.10,4.10,0.00,Weekend,Saturday,Light_Load,100.00,60.31
3.02,5.47,0.00,Weekday,Friday,Light_Load,100.00,48.33
3.67,4.64,0.00,Weekday,Monday,Light_Load,100.00,62.04
4.07,0.00,21.06,Weekday,Wednesday,Medium_Load,18.97,100.00
65.84,49.39,0.00,Weekday,Friday,Maximum_Load,100.00,79.99
41.51,31.46,0.00,Weekday,Friday,Light_Load,100.00,79.70
3.64,0.00,10.33,Weekend,Sunday,Medium_Load,33.23,100.00
42.01,23.47,0.00,Weekday,Tuesday,Medium_Load,100.00,87.30
2.81,4.39,0.00,Weekend,Sunday,Medium_Load,100.00,53.91
2.70,4.39,0.00,Weekday,Wednesday,Medium_Load,100.00,52.39
3.92,5.26,0.00,Weekday,Thursday,Light_Load,100.00,59.76
2.59,4.68,0.00,Weekday,Monday,Light_Load,100.00,48.42
114.23,56.05,0.00,Weekday,Wednesday,Maximum_Load,100.00,89.78
2.95,0.00,13.61,Weekend,Sunday,Light_Load,21.18,100.00
3.46,3.78,0.00,Weekday,Tuesday,Light_Load,100.00,67.52
3.20,0.00,15.05,Weekend,Sunday,Light_Load,20.80,100.00
3.02,2.12,0.11,Weekday,Monday,Light_Load,99.93,81.85
4.03,1.76,14.87,Weekday,Tuesday,Medium_Load,26.16,91.64
4.14,4.79,0.00,Weekday,Friday,Light_Load,100.00,65.39
5.26,0.00,20.77,Weekday,Monday,Medium_Load,24.55,100.00
109.12,39.10,0.00,Weekday,Wednesday,Medium_Load,100.00,94.14
58.82,31.46,0.00,Weekday,Tuesday,Medium_Load,100.00,88.18
48.17,24.41,0.00,Weekday,Friday,Maximum_Load,100.00,89.20
4.28,4.46,0.00,Weekday,Friday,Light_Load,100.00,69.24
2.59,3.46,0.00,Weekend,Sunday,Light_Load,100.00,59.93
40.07,15.01,6.26,Weekday,Friday,Maximum_Load,98.80,93.65
3.92,5.15,0.00,Weekday,Tuesday,Medium_Load,100.00,60.57
111.53,44.28,0.00,Weekday,Wednesday,Maximum_Load,100.00,92.94
72.04,26.32,0.00,Weekday,Tuesday,Medium_Load,100.00,93.93
67.10,44.21,0.00,Weekday,Tuesday,Maximum_Load,100.00,83.50
3.20,6.34,0.00,Weekday,Monday,Light_Load,100.00,45.06
60.98,45.07,0.00,Weekday,Wednesday,Maximum_Load,100.00,80.42
82.62,27.54,0.00,Weekday,Wednesday,Medium_Load,100.00,94.87
51.52,16.63,0.00,Weekday,Monday,Medium_Load,100.00,95.17
3.20,5.47,0.00,Weekday,Thursday,Light_Load,100.00,50.49
2.59,4.18,0.00,Weekday,Tuesday,Light_Load,100.00,52.67
